timestamp,src,dst,protocol,length,ttl
1748062427.6265838,167837703,167907215,6,40,64
1748062427.6266177,167907215,167837703,6,40,64
1748062427.626666,167837703,167907215,6,32,64
1748062427.626836,167837703,167907215,6,147,64
1748062427.6268463,167907215,167837703,6,32,64
1748062427.7289562,167907215,167837703,6,177,64
1748062577.6272604,167837703,167907215,6,40,64
